copyright,falsePositive
"Copyright (C) Fuzhou Rockchip Electronics Co., Ltd.",0
Copyright (C) 2012 Renesas Electronics Corporation,0
Copyright (C) STMicroelectronics SA 2014,0
Copyright (C) STMicroelectronics SA 2017,0
Copyright (C) 2015 Free Electrons,0
Copyright (C) 2015 NextThing Co,0
Copyright (C) 2012 Avionic Design GmbH,0
Copyright (C) 2012 NVIDIA CORPORATION.  All rights reserved.,0
Copyright (C) 2012 Texas Instruments,0
"Copyright (c) 2006-2009 VMware, Inc., Palo Alto, CA., USA",0
Copyright (C) 2012 Red Hat,0
Copyright (C) 2009 Roberto De Ioris <roberto@unbit.it>,0
Copyright (C) 2009 Jaya Kumar <jayakumar.lkml@gmail.com>,0
Copyright (C) 2009 Bernie Thompson <bernie@plugable.com>,0
Copyright © 2015 Broadcom,0
Copyright © 2014 The Chromium OS Authors,0
"Copyright (C) 2015 Red Hat, Inc.",0
"Copyright © 2015 VMware, Inc., Palo Alto, CA., USA",0
"Copyright (C) 2017 Sanechips Technology Co., Ltd.",0
"Copyright (c) 2010-2013, NVIDIA Corporation.",0
"Copyright (c) 2012-2016, Intel Corporation.",0
"Copyright (C) 2016 Google, Inc",0
"Copyright (c) 2012, Intel Corporation.",0
Copyright (c) 2015 Measurement-Specialties,0
"Copyright (C) 2014, Samsung Electronics Co. Ltd. All Rights Reserved.",0
Copyright 2012-2013 STMicroelectronics Inc.,0
"Copyright (c) 2016 - 2017, Broadcom. All rights reserved.  The term",0
"Copyright (c) 2006 Chelsio, Inc. All rights reserved.",0
"Copyright (c) 2009-2014 Chelsio, Inc. All rights reserved.",0
Copyright (c) 2016 Hisilicon Limited.,0
Copyright (c) 2015-2016 Intel Corporation.  All rights reserved.,0
"Copyright (c) 2007 Cisco Systems, Inc. All rights reserved.",0
"Copyright (c) 2013-2015, Mellanox Technologies. All rights reserved.",0
Copyright (c) 2005 Cisco Systems.  All rights reserved.,0
Copyright (c) 2006 - 2011 Intel Corporation.  All rights reserved.,0
"Copyright (c) 2005 Open Grid Computing, Inc. All rights reserved.",0
Copyright (C) 2012-2015 Emulex. All rights reserved.,0
Copyright (c) 2015-2016  QLogic Corporation,0
Copyright (c) 2012 - 2017 Intel Corporation.  All rights reserved.,0
Copyright (c) 2006 - 2012 QLogic Corporation. All rights reserved.,0
"Copyright (c) 2003, 2004, 2005, 2006 PathScale, Inc. All rights reserved.",0
"Copyright (c) 2013, Cisco Systems, Inc. All rights reserved.",0
"Copyright (c) 2012-2016 VMware, Inc.  All rights reserved.",0
Copyright (c) 2016 Mellanox Technologies Ltd. All rights reserved.,0
"Copyright (c) 2015 System Fabric Works, Inc. All rights reserved.",0
Copyright (c) 2006 Mellanox Technologies. All rights reserved,0
Copyright (C) 2004 Dmitry Yusupov,0
Copyright (C) 2004 Alex Aizman,0
Copyright (C) 2005 Mike Christie,0
"Copyright (c) 2005, 2006 Voltaire, Inc. All rights reserved.",0
Copyright (c) 2013-2014 Mellanox Technologies. All rights reserved.,0
"(c) Copyright 2013 Datera, Inc.",0
Copyright (c) 2006 - 2009 Mellanox Technology Inc.  All rights reserved.,0
Copyright (C) 1998-2003 Michael Hunold <michael@mihu.de>,0
Copyright (c) 2008 Michael Krufky <mkrufky@linuxtv.org>,0
"Copyright (c), 2004-2005,2007-2010 Trident Microsystems, Inc.",0
Copyright (C) 2017 Renesas Electronics Corp.,0
Copyright (C) 2008 Nokia Corporation,0
(C) Texas Instruments.,0
"Copyright (C) 2011 Samsung Electronics Co., Ltd.",0
"Copyright (C) 2009 Samsung Electronics Co., Ltd.",0
"Copyright (C) 2012, Samsung Electronics, Co., Ltd.",0
Copyright (C) 2010--2012 Nokia Corporation,0
"Copyright (C) 2010, Guennadi Liakhovetski <g.liakhovetski@gmx.de>",0
"Copyright (C) 2006-2008, Uri Shkolnik",0
"Copyright (C) 1996,97,98 Ralph Metzler (rjkm@thp.uni-koeln.de)",0
Copyright (C) 2009  Andy Walls <awalls@md.metrocast.net>,0
Copyright (C) 2009  Devin Heitmueller <dheitmueller@kernellabs.com>,0
"Copyright (C) 2010,2011 NetUP Inc.",0
"Copyright (C) 2010,2011 Igor M. Liplianin <liplianin@netup.ru>",0
Copyright (C) 2009 Conexant Systems Inc.,0
(c) 2007 Trent Piepho <xyzzy@speakeasy.org>,0
"(c) 2005,2006 Ricardo Cerqueira <v4l@cerqueira.org>",0
(c) 2005 Mauro Carvalho Chehab <mchehab@infradead.org>,0
Copyright (C) 2010-2017 Digital Devices GmbH,0
Copyright (C) 2008 Igor M. Liplianin <liplianin@me.by>,0
Copyright (C) 2006-2010 by Marin Mitov,0
"Copyright (C) 2009,2012  Andy Walls <awalls@md.metrocast.net>",0
Copyright (C) Manu Abraham (abraham.manu@gmail.com),0
Copyright (C) 2001-2004 Stelian Pop <stelian@popies.net>,0
Copyright (C) 2001-2002 Alcôve <www.alcove.com>,0
Copyright (C) 2000 Andrew Tridgell <tridge@valinux.com>,0
Copyright (C) 2014 NetUP Inc.,0
Copyright (C) 2014 Sergey Kozlov <serjk@netup.ru>,0
Copyright (C) 2014 Abylay Ospan <aospan@netup.ru>,0
Copyright (C) 2005-2007 Micronas,0
Copyright (C) 2008-2009 Ralph Metzler <rjkm@metzlerbros.de>,0
Copyright (C) 2005 Andreas Oberritter <obi@linuxtv.org>,0
Copyright (c) 2004 TDF,0
Copyright (C) 2009 HIRANO Takahito <hiranotaka@zng.info>,0
Copyright (C) 2014 Akihiro Tsukada <tskd08@gmail.com>,0
Copyright (C) 2003 Michael Hunold <michael@mihu.de>,0
Copyright (c) 2010-2015 Steven Toth <stoth@kernellabs.com>,0
Copyright (C) 2014 Max nibble <nibble.max@gmail.com>,0
"Copyright (C) 2010-2013 Bluecherry, LLC <http://www.bluecherrydvr.com>",0
Copyright (C) 2012       ST Microelectronics,0
"Copyright (C) 2010       WindRiver Systems, Inc.",0
Copyright (C) 1999-2002 Ralph  Metzler,0
"Copyright (C) 1998,1999 Christian Theiss <mistert@rz.fh-augsburg.de>",0
"Copyright (C) 2016 Bluecherry, LLC <maintainers@bluecherrydvr.com>",0
Copyright (C) 2009  William M. Brack,0
Copyright (C) 2014 Hans Verkuil <hverkuil@xs4all.nl>,0
Copyright (C) 2015 VanguardiaSur - www.vanguardiasur.com.ar,0
(c) 2011-12 liran <jli11@intersil.com> [Intersil|Techwell China],0
(c) 2002 Wolfgang Scherr <scherr@net4you.at>,0
"Copyright (C) 2013 - 2014 Texas Instruments, Inc.",0
Copyright (c) 2011 Analog Devices Inc.,0
Copyright (C) 2012 Vista Silicon S.L.,0
"Copyright (C) 2012-2014 Philipp Zabel, Pengutronix",0
Copyright (C) 2008-2009 Texas Instruments Inc,0
"Copyright (c) 2011 - 2012 Samsung Electronics Co., Ltd.",0
"Copyright (C) 2013 Samsung Electronics Co., Ltd.",0
Copyright 2006-11 Jonathan Corbet <corbet@lwn.net>,0
Copyright (C) 2009 Hans Verkuil <hverkuil@xs4all.nl>,0
"Copyright (C) 2015 Amlogic, Inc. All rights reserved",0
"Copyright (C) 2017 BayLibre, SAS",0
Copyright (c) 2016 MediaTek Inc.,0
Copyright (C) 2005-2010 Texas Instruments.,0
"Copyright (C) 2004 MontaVista Software, Inc.",0
Copyright (C) 2010 Texas Instruments.,0
Copyright (C) 2009-2010 Nokia Corporation,0
Copyright (C) 2016 Renesas Electronics Corp.,0
Copyright (C) 2011-2013 Renesas Solutions Corp.,0
"Copyright (C) 2013 Cogent Embedded, Inc., <source@cogentembedded.com>",0
Copyright (C) 2012 Sylwester Nawrocki <sylvester.nawrocki@gmail.com>,0
Copyright (C) 2012 Tomasz Figa <tomasz.figa@gmail.com>,0
"Copyright (C) 2010 - 2012 Samsung Electronics Co., Ltd.",0
"Copyright (c) 2010, 2014 Samsung Electronics",0
"Copyright (c) 2011 Samsung Electronics Co., Ltd.",0
"Copyright (c) 2011-2014 Samsung Electronics Co., Ltd.",0
"Copyright (c) 2012 Samsung Electronics Co., Ltd.",0
"Copyright (C) 2006, Sascha Hauer, Pengutronix",0
"Copyright (C) 2008, Guennadi Liakhovetski <kernel@pengutronix.de>",0
Copyright (c) 2015 Texas Instruments Inc.,0
Copyright (C) 2015-2017 Helen Koike <helen.fornazier@gmail.com>,0
Copyright (C) 2013-2014 Renesas Electronics Corporation,0
Copyright (C) 2013-2015 Ideas on Board,0
"Copyright (C) 2013-2015 Xilinx, Inc.",0
Copyright (c) 2009 Tobias Lorenz <tobias.lorenz@gmx.net>,0
Copyright (c) 2012 Hans de Goede <hdegoede@redhat.com>,0
Copyright (c) 2008 Instituto Nokia de Tecnologia - INdT,0
Copyright (c) 2010 by Mauro Carvalho Chehab,0
Copyright (C) 2014 Antti Palosaari <crope@iki.fi>,0
Copyright (C) 2008 Pierrick Hascoet <pierrick.hascoet@abilis.com>,0
Copyright (C) 2010 Devin Heitmueller <dheitmueller@kernellabs.com>,0
Copyright (c) 2008 Steven Toth <stoth@linuxtv.org>,0
(c) 2004 Jelle Foks <jelle@foks.us>,0
(c) 2004 Gerd Knorr <kraxel@bytesex.org>,0
(c) 2008 Steven Toth <stoth@linuxtv.org>,0
Copyright (C) 2005 Patrick Boettcher (patrick.boettcher@posteo.de),0
Copyright (C) 2007 Antti Palosaari <crope@iki.fi>,0
Copyright (C) 2006 Markus Rechberger <mrechberger@gmail.com>,0
Copyright (C) 2007-2016 Mauro Carvalho Chehab,0
Copyright (C) 2005-2006 Micronas USA Inc.,0
Copyright (C) 2010-2012 Hans de Goede <hdegoede@redhat.com>,0
Copyright (C) 2008      Janne Grunau (j@jannau.net),0
Copyright (C) 2013 Antti Palosaari <crope@iki.fi>,0
(C) 1999-2004 Nemosoft Unv.,0
(C) 2004-2006 Luc Saillard (luc@saillard.org),0
(C) 2011 Hans de Goede <hdegoede@redhat.com>,0
Copyright (C) 2005 Mike Isely <isely@pobox.com>,0
Copyright (C) 2004 Aurelien Alleaume <slts@free.fr>,0
(C) 1999-2003 Nemosoft Unv.,0
Copyright (C) 2007-2014 by Sensoray Company Inc.,0
Copyright (c) 2006 by,0
"Copyright (C) 2005-2009, Uri Shkolnik, Anatoly Greenblat",0
Copyright (C) 2012 Ezequiel Garcia,0
Copyright (C) 2016 Marcel Hasler,0
Copyright (C) 2010 R.M. Thomas,0
Copyright 2006-7 Jonathan Corbet <corbet@lwn.net>,0
(c) 2007-2008 Mauro Carvalho Chehab,0
Copyright (c) 2002 Holger Waechtler <holger@convergence.de>,0
Copyright (c) 2003 Felix Domke <tmbinc@elitedvb.net>,0
Copyright (C) 2003-2004 Alex Woods <linux-dvb@giblets.org>,0
Copyright (c) 2013 Federico Simoncelli,0
Copyright (c) 1999-2005 Joerg Heckenbach <joerg@heckenbach-aw.de>,0
Copyright (C) 2005-2010,0
Copyright (C) 2004  Antoine Jacquet <royale@zerezo.com>,0
Copyright (c) 2000-2008 LSI Corporation. All rights reserved.,0
Copyright 2017 ATMEL,0
Copyright © 2015 Broadcom Corporation,0
Copyright (C) 2010 ST Microelectronics,0
Copyright (C) 2007 ST Microelectronics,0
(C) 2007 by Hans J. Koch <hjk@hansjkoch.de>,0
"(C) 2008, 2009 by Marc Kleine-Budde <kernel@pengutronix.de>",0
"Copyright (C) 2009, 2011 Wolfgang Grandegger <wg@grandegger.com>",0
"Copyright (C) 2014 Freescale Semiconductor, Inc.",0
"Copyright (C) 2004-2005 Andrey Volkov <avolkov@varma-el.com>,",0
Copyright (C) 2008-2009 Wolfgang Grandegger <wg@grandegger.com>,0
"Copyright (C) 2009 Wolfram Sang, Pengutronix <w.sang@pengutronix.de>",0
"Copyright (C) 2007, 2011 Wolfgang Grandegger <wg@grandegger.com>",0
Copyright (C) 2012 Stephane Grosjean <s.grosjean@peak-system.com>,0
Copyright (C) 2016  PEAK System-Technik GmbH,0
"Copyright (C) 2013 Cogent Embedded, Inc. <source@cogentembedded.com>",0
Copyright (C) 2013 Renesas Solutions Corp.,0
Copyright (C) 2007 Wolfgang Grandegger <wg@grandegger.com>,0
Copyright (C) 2008 Markus Plessing <plessing@ems-wuensche.com>,0
Copyright (C) 2008 Sebastian Haas <haas@ems-wuensche.com>,0
Copyright 2007 IBM,0
Copyright (C) 2004-2009 EMS Dr. Thomas Wuensche,0
Copyright (C) 2011-2013 Jonas Gorski <jogo@openwrt.org>,0
Copyright (C) 2016 Florian Fainelli <f.fainelli@gmail.com>,0
Copyright (C) 2017,0
Copyright (c) 2008 Marvell Semiconductor,0
Copyright (c) 2016 Andrew Lunn <andrew@lunn.ch>,0
Copyright (c) 2016-2017 Savoir-faire Linux Inc.,0
2005-2010 (c) Aeroflex Gaisler AB,0
Copyright © 2005 Agere Systems Inc.,0
Copyright (c) 2011 Mark Einon <mark.einon@gmail.com>,0
Copyright 2012-2013 Stefan Roese <sr@denx.de>,0
Copyright (C) 1997  Sten Wang,0
Copyright (C) 2014 Altera Corporation. All rights reserved,0
Copyright (C) 05/1998 Peter Maydell <pmaydell@chiark.greenend.org.uk>,0
Copyright (C) 1998 Randy Gobbel.,0
"Copyright (C) 2004-2013 Synopsys, Inc. (www.synopsys.com)",0
Copyright (C) 2015 Mans Rullgard <mans@mansr.com>,0
Copyright (C) 2005 Maxime Bizon <mbizon@freebox.fr>,0
Copyright (C) 2002 David S. Miller (davem@redhat.com),0
Copyright (C) 2004 Pekka Pietikainen (pp@ee.oulu.fi),0
Copyright (C) 2004 Florian Schirmer (jolt@tuxbox.org),0
Copyright (C) 2006 Felix Fietkau (nbd@openwrt.org),0
Copyright (C) 2006 Broadcom Corporation.,0
Copyright (C) 2007 Michael Buesch <m@bues.ch>,0
Copyright (C) 2013 Hauke Mehrtens <hauke@hauke-m.de>,0
Copyright (C) 2004-2006 Atmel Corporation,0
"Copyright 2010-2011 Calxeda, Inc.",0
"(C) Copyright 1997-1998 DAVICOM Semiconductor,Inc. All Rights Reserved.",0
"Copyright (c) 2001, 2002 by D-Link Corporation",0
(C) Copyright 2009-2011 Faraday Technology,0
"(C) Copyright 2000-2005, Greg Ungerer (gerg@snapgear.com)",0
"(C) Copyright 2000-2001, Lineo (www.lineo.com)",0
Copyright (c) 1997 Dan Malek (dmalek@jlc.net).,0
Copyright (c) 2014 Linaro Ltd.,0
Copyright (c) 2014 Hisilicon Limited.,0
"Copyright (C) IBM Corporation, 2003, 2010",0
Copyright (C) 2002 Matthew Dharm <mdharm@momenco.com>,0
Copyright (C) 2002 Rabeeh Khoury <rabeeh@galileo.co.il>,0
"Copyright (C) 2003 PMC-Sierra, Inc.,",0
Copyright (C) 2003 Ralf Baechle <ralf@linux-mips.org>,0
"Copyright (C) 2004-2006 MontaVista Software, Inc.",0
Copyright (C) 2004 Steven J. Hill <sjhill1@rockwellcollins.com>,0
Copyright (C) 2007-2008 Marvell Semiconductor,0
Copyright (C) 2013 Michael Stapelberg <michael@stapelberg.de>,0
Copyright (C) 2009-2016 John Crispin <blogic@openwrt.org>,0
Copyright (C) 2009-2016 Felix Fietkau <nbd@openwrt.org>,0
Copyright (C) 2013-2016 Michael Lee <igvtee@gmail.com>,0
Copyright (C) 2007 Eurek srl,0
Copyright (C) 2013 Jonas Jensen,0
(C) 2005 Finn Thain,0
"(C) 1996,1998 by Thomas Bogendoerfer (tsbogend@alpha.franken.de)",0
(C) 1995 by Andreas Busse (andy@waldorf-gmbh.de),0
Copyright (c) 2008-2009 Nuvoton technology corporation.,0
"Copyright (C) 2003,4,5 Manfred Spraul",0
Copyright (C) 2004 Andrew de Quincey (wol support),0
"Copyright (C) 2004 Carl-Daniel Hailfinger (invalid MAC handling, insane",0
"Copyright (c) 2004,2005,2006,2007,2008,2009 NVIDIA Corporation",0
Copyright (C) 2010 NXP Semiconductors,0
Copyright (C) 2012 Roland Stigge <stigge@antcom.de>,0
Copyright (c)  2003-2006 QLogic Corporation,0
"Copyright (c) 2011, 2012, Qualcomm Atheros Communications Inc.",0
"Copyright (c) 2014, I2SE GmbH",0
Copyright (C) 2004 Sten Wang <sten.wang@rdc.com.tw>,0
Copyright (C) 2007-2012 Florian Fainelli <f.fainelli@gmail.com>,0
Copyright 2001-2004 Jeff Garzik <jgarzik@pobox.com>,0
Copyright (C) 2014-2015 Renesas Electronics Corporation,0
Copyright (C) 2015 Renesas Solutions Corp.,0
"Copyright (C) 2015-2016 Cogent Embedded, Inc. <source@cogentembedded.com>",0
Copyright (c) 2014-2016 Jiri Pirko <jiri@mellanox.com>,0
Copyright (c) 2014 Scott Feldman <sfeldma@gmail.com>,0
Copyright (C) 1995-2000 Russell King,0
"Copyright (C) 1999, 2000, 01, 03, 06 Ralf Baechle",0
"Copyright (C) 1995, 1999, 2000, 2001 by Silicon Graphics, Inc.",0
Copyright 2005-2011 Analog Devices Inc.,0
Copyright 2008-2009 Analog Devices Inc.,0
Copyright 2007-2009 Analog Devices Inc.,0
Copyright 2004-2009 Analog Devices Inc.,0
Copyright 2004-20010 Analog Devices Inc.,0
Copyright 2004-2006 Analog Devices Inc.,0
"Copyright 2009 CJSC ""NII STT""",0
"Copyright 2004-2007, Axis Communications AB",0
Copyright 2001 MontaVista Software Inc.,0
"Copyright 2003-2011 NetLogic Microsystems, Inc. (NetLogic). All rights",0
Copyright 2008 NXP Semiconductors,0
Copyright 2001-2002 MontaVista Software Inc.,0
Copyright(c) 1999-2000 Grant Erickson <grant@lcse.umn.edu>,0
Copyright 2007 IBM Corporation,0
Copyright 2008 IBM Corp.,0
"Copyright 2009  MontaVista Software, Inc.",0
"Copyright 2007 Freescale Semiconductor, Inc.",0
Copyright 2014 Freescale Semiconductor Inc.,0
Copyright 2008 Gerhard Pircher (gerhard_pircher@gmx.net),0
Copyright 2003 by Hans-Joerg Frieden and Thomas Frieden,0
"Copyright 2007, Michael Ellerman, IBM Corporation.",0
Copyright 2007 Sony Corp.,0
Copyright 2011 IBM Corporation.,0
Copyright IBM Corp. 2010,0
"Copyright(C) 2005-2006, Red Hat, Inc., Ingo Molnar",0
Copyright 2012 Tilera Corporation. All Rights Reserved.,0
Copyright 2011 Tilera Corporation. All Rights Reserved.,0
Copyright(c) 2014 Intel Corporation.,0
Copyright(c) 2016 Intel Corporation.,0
"Copyright 2006 Andi Kleen, SUSE Labs.",0
"Copyright 2003 Andi Kleen, SuSE Labs.",0
Copyright(c) 2013 Intel Corporation.,0
Copyright(c) 2015 Bryan O'Donoghue <pure.logic@nexus-software.ie>,0
Copyright(c) 2015 Intel Corporation.,0
Copyright(C) 2012-2016 Canonical Ltd.,0
"Copyright(c) 2016, Analogix Semiconductor.",0
"Copyright(c) 2013, Google Inc.",0
Copyright 2012 Red Hat <mjg@redhat.com>,0
"Copyright 2015 Freescale Semiconductor, Inc.",0
"Copyright 1999 Precision Insight, Inc., Cedar Park, Texas.",0
"Copyright 2000 VA Linux Systems, Inc., Sunnyvale, California.",0
Copyright 2013 Matrox Graphics,0
Copyright 2012 Red Hat Inc.,0
Copyright 2013 Red Hat Inc.,0
"Copyright 2000 Precision Insight, Inc., Cedar Park, Texas.",0
"Copyright 2006-2007 Advanced Micro Devices, Inc.",0
Copyright 2004  Felix Kuehling,0
Copyright 2016 Noralf Trønnes,0
"Copyright 2011 Red Hat, Inc.",0
"Copyright 1998-2003 VIA Technologies, Inc. All Rights Reserved.",0
"Copyright 2001-2003 S3 Graphics, Inc. All Rights Reserved.",0
Copyright 2017 Linaro Ltd.,0
Copyright 2016 STMicroelectronics Inc.,0
Copyright(c) 2015 - 2017 Intel Corporation.,0
Copyright(c) 2017 Intel Corporation.,0
Copyright 2009  by Karsten Keil <keil@isdn4linux.de>,0
"Copyright 2014 Cisco Systems, Inc. and/or its affiliates. All rights reserved.",0
Copyright 2008 Pierre Ossman,0
"Copyright 2014-2015 Cisco Systems, Inc. and/or its affiliates.",0
Copyright 2015 www.starterkit.ru <info@starterkit.ru>,0
"Copyright 2006-11 One Laptop Per Child Association, Inc.",0
"Copyright 2016 Cisco Systems, Inc. and/or its affiliates. All rights reserved.",0
Copyright 2010-2014 Imagination Technologies Ltd.,0
"Copyright 2001, STMicrolectronics, Inc.",0
Copyright 2016 Hans Verkuil <hverkuil@xs4all.nl,0
Copyright 2007-2008 Jaime Velasco Juan <jsagarribay@gmail.com>,0
"Copyright 2006 One Laptop Per Child Association, Inc.  Written",0
Copyright 2017 Free Electrons,0
Copyright 2003 Rick Bronson,0
Copyright 2001 Thomas Gleixner (gleixner@autronix.de),0
Copyright 2000 Steven J. Hill (sjhill@cotw.com),0
"Richard Genoud (richard.genoud@gmail.com), Adeneo Copyright 2007",0
"Copyright 2006 ATMEL Rousset, Lacressonniere Nicolas",0
"Copyright 2012 ATMEL, Hong Xu",0
"Copyright 2013 ATMEL, Josh Wu (josh.wu@atmel.com)",0
"Copyright 2008-2011 Freescale Semiconductor, Inc.",0
"Copyright 2008 Embedded Alley Solutions, Inc.",0
Copyright(C) Timesys Corporation 2016,0
Copyright 2009 Christian Pellegrin EVOL S.r.l.,0
"Copyright 2007 Raymarine UK, Ltd. All Rights Reserved.",0
Copyright 2006 Arcom Control Systems Ltd.,0
Copyright 1994-2000 by Donald Becker.,0
Copyright 1993 United States Government as represented by the,0
Copyright 2013 Maxime Ripard <maxime.ripard@free-electrons.com>,0
"Copyright 1998-2002 by Jes Sorensen, <jes@trained-monkey.org>.",0
Copyright(c) 2015 EZchip Technologies.,0
"Copyright 1993 United States Government as represented by the Director,",0
Copyright(c) 1999 - 2006 Intel Corporation.,0
Copyright 2008 Simtec Electronics,0
Copyright(c) 2002-2010 Exar Corp.,0
"Copyright (C) 2001, 2002 David S. Miller (davem@redhat.com) [tg3.c]",0
"Copyright (C) 2000, 2001 David S. Miller (davem@redhat.com) [sungem.c]",0
Copyright 2001 Manfred Spraul				    [natsemi.c],0
Copyright 1999-2001 by Donald Becker.			    [natsemi.c],0
"Copyright 1998-2001 by Jes Sorensen, <jes@trained-monkey.org>. [acenic.c]",0
Copyright 2005-2006 Fen Systems Ltd.,0
Copyright 2006-2013 Solarflare Communications Inc.,0
Copyright 2004-2010 Analog Devices Inc.,0
(C) 2002 by gaoyonghong,0
Copyright (c) 2003 K.M. Liu <kmliu@sis.com>,0
"Copyright (c) 2003, 2004 Jeff Garzik <jgarzik@pobox.com>",0
"Copyright (c) 2003, 2004, 2005 Francois Romieu <romieu@fr.zoreil.com>",0
Written/copyright 1997-2001 by Donald Becker.,0
Copyright (C) 2004 Sun Microsystems Inc.,0
This driver uses the sungem driver (c) David Miller,0
"Copyright (c) 2017 Synopsys, Inc. (www.synopsys.com)",0
Copyright (C) 2007 Tehuti Networks Ltd. All rights reserved,0
"Copyright (C) 2006, 2007 Eugene Konev",0
Copyright 2012 Tilera Corporation. All Rights Reserved.,0
Copyright (C) 2007 Sony Computer Entertainment Inc.,0
"Copyright 2006, 2007 Sony Corporation",0
(C) Copyright IBM Corp. 2005,0
Copyright(c) 2006 Tundra Semiconductor Corporation.,0
scott.wood@timesys.com  * Copyright (C) 2003 TimeSys Corporation,0
Copyright (C) 2016 Akinobu Mita <akinobu.mita@gmail.com>,0
"Copyright (c) 1997,1998 Werner Koch (dd9jn)",0
Copyright (C) 2007 Krzysztof Halasa <khc@pm.waw.pl>,0
"(C)Copyright 1998,1999 SysKonnect,",0
Copyright (C) 2007-2008 Intel Corporation. All rights reserved.,0
"Copyright (c) 2003, Jouni Malinen <j@w1.fi>",0
"Copyright (c) 2004-2007, Michael Wu <flamingice@sourmilk.net>",0
Some parts copyright (c) 2003 by David Young <dyoung@pobox.com>,0
Copyright (c) 2008-2009 Atheros Communications Inc.,0
Copyright (c) 2002 - 2003 Oliver Kurth,0
Copyright (c) 2004 Joerg Albert <joerg.albert@gmx.de>,0
Copyright (c) 2004 Nick Jones,0
Copyright (c) 2004 Balint Seeber <n0_5p4m_p13453@hotmail.com>,0
Copyright (c) 2007 Guido Guenther <agx@sigxcpu.org>,0
Copyright (c) 2007 Kalle Valo <kalle.valo@iki.fi>,0
Copyright (c) 2010 Sebastian Smolorz <sesmo@gmx.net>,0
"Some iw_handler code was taken from airo.c, (C) 1999 Benjamin Reed",0
(C) 1999 Benjamin Reed.  All Rights Reserved.  Permission to use,0
"Copyright (C) 2008, 2009, 2010 Marvell Semiconductor Inc.",0
Copyright (c) 2014 Redpine Signals Inc.,0
"Copyright (C) 2010-2011 Texas Instruments, Inc.",0
"Copyright (C) 1999 AbsoluteValue Systems, Inc.  All Rights Reserved.",0
"Copyright (C) 2016 Advanced Micro Devices, Inc. All Rights Reserved.",0
Copyright (C) 2016 T-Platforms. All Rights Reserved.,0
Copyright (C) 2016 T-Platforms All Rights Reserved.,0
Copyright(c) 2012 Intel Corporation. All rights reserved.,0
Copyright (C) 2015 EMC Corporation. All Rights Reserved.,0
Copyright (C) 2017 Texas Instruments,0
Copyright 2009 Intel Corporation.,0
Copyright (C) 2016 NVIDIA Corporation,0
Copyright IBM Corp. 2007,0
Copyright IBM Corp. 2013,0
"Copyright IBM Corp. 2009, 2011",0
Copyright IBM Corp. 2016,0
"Copyright IBM Corp. 2001, 2007",0
"Copyright IBM Corp. 2002, 2017",0
Copyright IBM Corp. 2008,0
"Copyright (C) 2005 Adaptec, Inc.  All rights reserved.",0
Copyright (C) 2005 Luben Tuikov <luben_tuikov@adaptec.com>,0
"Copyright (C) 2002 - 2005, Areca Technology Corporation All rights reserved.",0
Copyright 2017 Broadcom. All Rights Reserved.,0
"Copyright (c) 2005-2014 Brocade Communications Systems, Inc.",0
Copyright (c) 2014- QLogic Corporation.,0
Copyright (c) 2008-2013 Broadcom Corporation,0
Copyright (c) 2014-2016 QLogic Corporation,0
Copyright (c) 2016-2017 Cavium Inc.,0
Copyright (c) 2006 - 2013 Broadcom Corporation,0
"Copyright (c) 2014, QLogic Corporation",0
"Copyright (c) 2008-2012 Chelsio Communications, Inc. All rights reserved.",0
"Copyright (c) 2010-2015 Chelsio Communications, Inc.",0
Copyright (C) 2003-2015 Chelsio Communications.  All rights reserved.,0
Copyright (C) 2015 IBM Corporation,0
"Copyright (C) 2007-2010 Hannes Reinecke, SUSE Linux Products GmbH.",0
"Copyright (c) 2001-2013 ATTO Technology, Inc.",0
Copyright(c) 2007 - 2009 Intel Corporation. All rights reserved.,0
"Copyright 2008 Cisco Systems, Inc.  All rights reserved.",0
"Copyright 2007 Nuova Systems, Inc.  All rights reserved.",0
Copyright (c) 2015 Linaro Ltd.,0
Copyright (c) 2015 Hisilicon Limited.,0
"Copyright (C) IBM Corporation, 2008",0
Copyright (C) 2005-2011 FUJITA Tomonori <tomof@acm.org>,0
Copyright (C) 2010 Nicholas A. Bellinger <nab@kernel.org>,0
Copyright(c) 2008 - 2011 Intel Corporation. All rights reserved.,0
Copyright(c) 2007 - 2008 Intel Corporation. All rights reserved.,0
Copyright (C) 2006 IBM Corporation,0
Copyright (c) 2003-2013  LSI Corporation,0
Copyright (c) 2013-2014  Avago Technologies,0
Copyright (C) 2012-2014  LSI Corporation,0
Copyright (C) 2013-2014 Avago Technologies,0
Copyright 2000-2015 Avago Technologies.  All rights reserved.,0
11-18-14  02.00.36  Updated copyright information.,0
"Copyright 2007 Red Hat, Inc.",0
Copyright 2008 Marvell. <kewei@marvell.com>,0
Copyright 2009-2011 Marvell. <yuxiangl@marvell.com>,0
Copyright (C) 2008 Panasas Inc.  All rights reserved.,0
"Copyright (c) 2008-2009 USI Co., Ltd.",0
Copyright (c) 2016 Cavium Inc.,0
Copyright (c)  2003-2014 QLogic Corporation,0
Copyright (c)   2003-2013 QLogic Corporation,0
Copyright (c) 2016-2017 Microsemi Corporation,0
"Copyright (c) 2016 PMC-Sierra, Inc.",0
"Copyright 2014 Cisco Systems, Inc.  All rights reserved.",0
"Copyright (C) 2015-2016 Synopsys, Inc. (www.synopsys.com)",0
